CCD_KEY,BAT_CODE,BAT_DESC,ISS_CODE,ISS_DESC,Session Categoy,FQPM,MedicalMember,Specialism Count,Panel requirement code,FTA Respondent,Notes
037ON,37,DISABILITY LIVING ALLOWANCE,ON,ONE PROJECT,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037OS,37,DISABILITY LIVING ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037OX,37,DISABILITY LIVING ALLOWANCE,OX,OVERPAYMENT - COMPLEX,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037RA,37,DISABILITY LIVING ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
037RC,37,DISABILITY LIVING ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,3,,,,"84, 58, 44","Tribunal Judge, Tribunal Member Medical, Tribunal Member Disability",
040AA,40,DISABILITY WORKING ALLOWANCE,AA,INVALID,N/A,,,,,,
040CC,40,DISABILITY WORKING ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
040CE,40,DISABILITY WORKING ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
040CP,40,DISABILITY WORKING ALLOWANCE,CP,CIVIL PENALTIES,N/A,,,,,,
040DD,40,DISABILITY WORKING ALLOWANCE,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
040DQ,40,DISABILITY WORKING ALLOWANCE,DQ,DISABLEMENT QUESTION,N/A,,,,,,
040EC,40,DISABILITY WORKING ALLOWANCE,EC,ECHR,N/A,,,,,,
040EX,40,DISABILITY WORKING ALLOWANCE,EX,EX LEGISLATION,N/A,,,,,,
040GC,40,DISABILITY WORKING ALLOWANCE,GC,GOOD CAUSE,N/A,,,,,,
040HT,40,DISABILITY WORKING ALLOWANCE,HT,HABITUAL RESIDENCE TEST,N/A,,,,,,
040IQ,40,DISABILITY WORKING ALLOWANCE,IQ,INCOME QUERY,N/A,,,,,,
040LE,40,DISABILITY WORKING ALLOWANCE,LE,LATE (EXTENDING BACK),N/A,,,,,,
040MD,40,DISABILITY WORKING ALLOWANCE,MD,MOBILITY (DLA),N/A,,,,,,
040OC,40,DISABILITY WORKING ALLOWANCE,OC,OVERPAYMENT - CAPITAL,N/A,,,,,,
040ON,40,DISABILITY WORKING ALLOWANCE,ON,ONE PROJECT,N/A,,,,,,
040OS,40,DISABILITY WORKING ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
040OX,40,DISABILITY WORKING ALLOWANCE,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
040PF,40,DISABILITY WORKING ALLOWANCE,PF,PERSONS FROM ABROAD,N/A,,,,,,
040RA,40,DISABILITY WORKING ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
040RC,40,DISABILITY WORKING ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
040RG,40,DISABILITY WORKING ALLOWANCE,RG,RECIPROCAL AGREEMENT,N/A,,,,,,
040SS,40,DISABILITY WORKING ALLOWANCE,SS,SELF EMPLOYED - STRAIGHTFORWARD,N/A,,,,,,
040SX,40,DISABILITY WORKING ALLOWANCE,SX,SELF EMPLOYED - COMPLEX,N/A,,,,,,
043AA,43,DISABLED PERSONS TAX CREDIT,AA,INVALID,N/A,,,,,,
043CC,43,DISABLED PERSONS TAX CREDIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
043CE,43,DISABLED PERSONS TAX CREDIT,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
043CP,43,DISABLED PERSONS TAX CREDIT,CP,CIVIL PENALTIES,N/A,,,,,,
043CR,43,DISABLED PERSONS TAX CREDIT,CR,CREDITS,N/A,,,,,,
043DD,43,DISABLED PERSONS TAX CREDIT,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
043DQ,43,DISABLED PERSONS TAX CREDIT,DQ,DISABLEMENT QUESTION,N/A,,,,,,
043EC,43,DISABLED PERSONS TAX CREDIT,EC,ECHR,N/A,,,,,,
043EX,43,DISABLED PERSONS TAX CREDIT,EX,EX LEGISLATION,N/A,,,,,,
043GC,43,DISABLED PERSONS TAX CREDIT,GC,GOOD CAUSE,N/A,,,,,,
043LE,43,DISABLED PERSONS TAX CREDIT,LE,LATE (EXTENDING BACK),N/A,,,,,,
043OC,43,DISABLED PERSONS TAX CREDIT,OC,OVERPAYMENT - CAPITAL,N/A,,,,,,
043ON,43,DISABLED PERSONS TAX CREDIT,ON,ONE PROJECT,N/A,,,,,,
043OS,43,DISABLED PERSONS TAX CREDIT,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
043OX,43,DISABLED PERSONS TAX CREDIT,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
043RA,43,DISABLED PERSONS TAX CREDIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
043RC,43,DISABLED PERSONS TAX CREDIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
045AA,45,PENSION CREDITS,AA,INVALID,N/A,,,,,,
045AP,45,PENSION CREDITS,AP,ASSESSED INCOME PERIODS,1,,,,84,Tribunal Judge,
045AS,45,PENSION CREDITS,AS,ASYLUM,1,,,,84,Tribunal Judge,
045BW,45,PENSION CREDITS,BW,BACK TO WORK BONUS,1,,,,84,Tribunal Judge,
045CC,45,PENSION CREDITS,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
045CE,45,PENSION CREDITS,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
045CL,45,PENSION CREDITS,CL,CAPITAL,1,,,,84,Tribunal Judge,
045CM,45,PENSION CREDITS,CM,CHILD MAINTENANCE BONUS,1,,,,84,Tribunal Judge,
045CO,45,PENSION CREDITS,CO,COMMUNITY ORDER,1,,,,84,Tribunal Judge,
045CP,45,PENSION CREDITS,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
045DA,45,PENSION CREDITS,DA,DISABILITY AND CARERS,1,,,,84,Tribunal Judge,
045DD,45,PENSION CREDITS,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
045DP,45,PENSION CREDITS,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,1,,,,84,Tribunal Judge,
045EC,45,PENSION CREDITS,EC,ECHR,1,,,,84,Tribunal Judge,
045EX,45,PENSION CREDITS,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
045HC,45,PENSION CREDITS,HC,HOUSING COSTS,1,,,,84,Tribunal Judge,
045HT,45,PENSION CREDITS,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
045IQ,45,PENSION CREDITS,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
045LE,45,PENSION CREDITS,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
045LT,45,PENSION CREDITS,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
045OC,45,PENSION CREDITS,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
045OS,45,PENSION CREDITS,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
045OX,45,PENSION CREDITS,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
045PF,45,PENSION CREDITS,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
045PR,45,PENSION CREDITS,PR,PREMIUMS,1,,,,84,Tribunal Judge,
045RA,45,PENSION CREDITS,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
045RB,45,PENSION CREDITS,RB,REDUCED BENEFIT DIRECTION,1,,,,84,Tribunal Judge,
045RC,45,PENSION CREDITS,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
045SF,45,PENSION CREDITS,SF,FUNERAL,1,,,,84,Tribunal Judge,
045SM,45,PENSION CREDITS,SM,MATERNITY,1,,,,84,Tribunal Judge,
045SS,45,PENSION CREDITS,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
045SX,45,PENSION CREDITS,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
049AA,49,FAMILY CREDIT,AA,INVALID,N/A,,,,,,
049CC,49,FAMILY CREDIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
049CE,49,FAMILY CREDIT,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
049CL,49,FAMILY CREDIT,CL,CAPITAL,N/A,,,,,,
049CP,49,FAMILY CREDIT,CP,CIVIL PENALTIES,N/A,,,,,,
049DD,49,FAMILY CREDIT,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
049EC,49,FAMILY CREDIT,EC,ECHR,N/A,,,,,,
049EX,49,FAMILY CREDIT,EX,EX LEGISLATION,N/A,,,,,,
049GC,49,FAMILY CREDIT,GC,GOOD CAUSE,N/A,,,,,,
049IQ,49,FAMILY CREDIT,IQ,INCOME QUERY,N/A,,,,,,
049LE,49,FAMILY CREDIT,LE,LATE (EXTENDING BACK),N/A,,,,,,
049LT,49,FAMILY CREDIT,LT,LIVING TOGETHER,N/A,,,,,,
049ON,49,FAMILY CREDIT,ON,ONE PROJECT,N/A,,,,,,
049OS,49,FAMILY CREDIT,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
049OX,49,FAMILY CREDIT,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
049RA,49,FAMILY CREDIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
049RC,49,FAMILY CREDIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
050AA,50,HRP,AA,INVALID,N/A,,,,,,
050CC,50,HRP,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
050CE,50,HRP,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
050CP,50,HRP,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
050DD,50,HRP,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
050EX,50,HRP,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
050GC,50,HRP,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
050LE,50,HRP,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
050OC,50,HRP,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
050ON,50,HRP,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
050OS,50,HRP,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
050OX,50,HRP,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
050RA,50,HRP,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
050RC,50,HRP,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
051AA,51,EMPLOYMENT SUPPORT ALLOWANCE,AA,INVALID,N/A,,,,,,
051CB,51,EMPLOYMENT SUPPORT ALLOWANCE,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
051CE,51,EMPLOYMENT SUPPORT ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
051CP,51,EMPLOYMENT SUPPORT ALLOWANCE,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
051DD,51,EMPLOYMENT SUPPORT ALLOWANCE,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
051EC,51,EMPLOYMENT SUPPORT ALLOWANCE,EC,ECHR,1,,,,84,Tribunal Judge,
051FR,51,EMPLOYMENT SUPPORT ALLOWANCE,FR,FAILURE TO RETURN THE ESA50,1,,,,84,Tribunal Judge,
051WI,51,EMPLOYMENT SUPPORT ALLOWANCE,WI,FAILURE TO ATTEND A WFI,1,,,,84,Tribunal Judge,
051GC,51,EMPLOYMENT SUPPORT ALLOWANCE,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
051HT,51,EMPLOYMENT SUPPORT ALLOWANCE,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
051IM,51,EMPLOYMENT SUPPORT ALLOWANCE,IM,REG. 35 STAY 2014,1,,,,84,Tribunal Judge,
051LE,51,EMPLOYMENT SUPPORT ALLOWANCE,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
051LT,51,EMPLOYMENT SUPPORT ALLOWANCE,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
051NC,51,EMPLOYMENT SUPPORT ALLOWANCE,NC,NON COMPLIANCE,1,,,,84,Tribunal Judge,
051OS,51,EMPLOYMENT SUPPORT ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
051PC,51,EMPLOYMENT SUPPORT ALLOWANCE,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
051RA,51,EMPLOYMENT SUPPORT ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
051SG,51,EMPLOYMENT SUPPORT ALLOWANCE,SG,SUPPORT GROUP PLACEMENT,4,,,,"84, 58","Tribunal Judge, Tribunal Member Medical",
051TL,51,EMPLOYMENT SUPPORT ALLOWANCE,TL,TIME LIMITED ENTITLEMENT,1,,,,84,Tribunal Judge,
051TP,51,EMPLOYMENT SUPPORT ALLOWANCE,TP,TRANSITIONAL PROTECTION,1,,,,84,Tribunal Judge,
051WC,51,EMPLOYMENT SUPPORT ALLOWANCE,WC,WORK CAPABILITY ASSESSMENT,4,,,,"84, 58","Tribunal Judge, Tribunal Member Medical",
052AA,52,INCAPACITY BENEFIT,AA,INVALID,N/A,,,,,,
052AT,52,INCAPACITY BENEFIT,AT,ALL WORK TEST,N/A,,,,,,
052CB,52,INCAPACITY BENEFIT,CB,CONTRIBUTION RECORDS,N/A,,,,,,
052CC,52,INCAPACITY BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
052CE,52,INCAPACITY BENEFIT,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
052CP,52,INCAPACITY BENEFIT,CP,CIVIL PENALTIES,N/A,,,,,,
052CR,52,INCAPACITY BENEFIT,CR,CREDITS,N/A,,,,,,
052DD,52,INCAPACITY BENEFIT,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
052EC,52,INCAPACITY BENEFIT,EC,ECHR,N/A,,,,,,
052EX,52,INCAPACITY BENEFIT,EX,EX LEGISLATION,N/A,,,,,,
052GC,52,INCAPACITY BENEFIT,GC,GOOD CAUSE,N/A,,,,,,
052LE,52,INCAPACITY BENEFIT,LE,LATE (EXTENDING BACK),N/A,,,,,,
052NC,52,INCAPACITY BENEFIT,NC,NON COMPLIANCE,N/A,,,,,,
052ON,52,INCAPACITY BENEFIT,ON,ONE PROJECT,N/A,,,,,,
052OS,52,INCAPACITY BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
052OX,52,INCAPACITY BENEFIT,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
052RA,52,INCAPACITY BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
052RC,52,INCAPACITY BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
052RG,52,INCAPACITY BENEFIT,RG,RECIPROCAL AGREEMENT,N/A,,,,,,
053AA,53,CHILD TAX CREDIT,AA,INVALID,N/A,,,,,,
053CC,53,CHILD TAX CREDIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
053CE,53,CHILD TAX CREDIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
053CP,53,CHILD TAX CREDIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
053DD,53,CHILD TAX CREDIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
053DQ,53,CHILD TAX CREDIT,DQ,DISABLEMENT QUESTION,1,,,,84,Tribunal Judge,
053EC,53,CHILD TAX CREDIT,EC,ECHR,1,,,,84,Tribunal Judge,
053EX,53,CHILD TAX CREDIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
053FX,53,CHILD TAX CREDIT,FX,FINANCIALLY COMPLEX,1,,,,84,Tribunal Judge,
053LE,53,CHILD TAX CREDIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
053OI,53,CHILD TAX CREDIT,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
053RA,53,CHILD TAX CREDIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
053RC,53,CHILD TAX CREDIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
054AA,54,WORKING TAX CREDIT,AA,INVALID,N/A,,,,,,
054CC,54,WORKING TAX CREDIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
054CE,54,WORKING TAX CREDIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
054CP,54,WORKING TAX CREDIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
054DD,54,WORKING TAX CREDIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
054DQ,54,WORKING TAX CREDIT,DQ,DISABLEMENT QUESTION,1,,,,84,Tribunal Judge,
054EC,54,WORKING TAX CREDIT,EC,ECHR,1,,,,84,Tribunal Judge,
054EX,54,WORKING TAX CREDIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
054FX,54,WORKING TAX CREDIT,FX,FINANCIALLY COMPLEX,1,,,,84,Tribunal Judge,
054LE,54,WORKING TAX CREDIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
054OI,54,WORKING TAX CREDIT,OI,OVERPAYMENT INTEREST,1,,,,84,Tribunal Judge,
054RA,54,WORKING TAX CREDIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
054RC,54,WORKING TAX CREDIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
055AA,55,PENALTY PROCEEDINGS,AA,INVALID,N/A,,,,,,
055CP,55,PENALTY PROCEEDINGS,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
055DD,55,PENALTY PROCEEDINGS,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
055EQ,55,PENALTY PROCEEDINGS,EQ,ENQUIRY CLOSURE,1,,,,84,Tribunal Judge,
055FC,55,PENALTY PROCEEDINGS,FC,FAILURE TO COMPLY,1,,,,84,Tribunal Judge,
055IS,55,PENALTY PROCEEDINGS,IS,INCORRECT STATEMENT,1,,,,84,Tribunal Judge,
,56,CARERS CREDIT,,,,,,,84,Tribunal Judge,?
057CE,57,TAX-FREE CHILDCARE SCHEME,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
057CP,57,TAX-FREE CHILDCARE SCHEME,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
057DD,57,TAX-FREE CHILDCARE SCHEME,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
057DK,57,TAX-FREE CHILDCARE SCHEME,DK,RECOVERY OF DEBT,1,,,,84,Tribunal Judge,
057DS,57,TAX-FREE CHILDCARE SCHEME,DS,DISQUALIFICATION FROM THE SCHEME,1,,,,84,Tribunal Judge,
057RO,57,TAX-FREE CHILDCARE SCHEME,RO,ACCOUNT USAGE,1,,,,84,Tribunal Judge,
057TU,57,TAX-FREE CHILDCARE SCHEME,TU,TOP-UP ASSESSMENTS,1,,,,84,Tribunal Judge,
058CE,58,30 HOURS' FREE CHILDCARE SCHEME,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
058CP,58,30 HOURS' FREE CHILDCARE SCHEME,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
058DD,58,30 HOURS' FREE CHILDCARE SCHEME,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
061AA,61,INCOME SUPPORT,AA,INVALID,N/A,,,,,,
061AS,61,INCOME SUPPORT,AS,ASYLUM,1,,,,84,Tribunal Judge,
061AT,61,INCOME SUPPORT,AT,ALL WORK TEST,1,,,,84,Tribunal Judge,
061BW,61,INCOME SUPPORT,BW,BACK TO WORK BONUS,1,,,,84,Tribunal Judge,
061CC,61,INCOME SUPPORT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
061CE,61,INCOME SUPPORT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
061CL,61,INCOME SUPPORT,CL,CAPITAL,1,,,,84,Tribunal Judge,
061CM,61,INCOME SUPPORT,CM,CHILD MAINTENANCE BONUS,1,,,,84,Tribunal Judge,
061CO,61,INCOME SUPPORT,CO,COMMUNITY ORDER,1,,,,84,Tribunal Judge,
061CP,61,INCOME SUPPORT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
061CR,61,INCOME SUPPORT,CR,CREDITS,1,,,,84,Tribunal Judge,
061DD,61,INCOME SUPPORT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
061DP,61,INCOME SUPPORT,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,1,,,,84,Tribunal Judge,
061DQ,61,INCOME SUPPORT,DQ,DISABLEMENT QUESTION,1,,,,84,Tribunal Judge,
061EC,61,INCOME SUPPORT,EC,ECHR,1,,,,84,Tribunal Judge,
061EX,61,INCOME SUPPORT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
061WI,61,INCOME SUPPORT,WI,FAILURE TO ATTEND A WFI,1,,,,84,Tribunal Judge,
061GC,61,INCOME SUPPORT,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
061HC,61,INCOME SUPPORT,HC,HOUSING COSTS,1,,,,84,Tribunal Judge,
061HT,61,INCOME SUPPORT,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
061IA,61,INCOME SUPPORT,IA,INDUSTRIAL ACCIDENT,1,,,,84,Tribunal Judge,
061ID,61,INCOME SUPPORT,ID,INDUSTRIAL DISEASE,1,,,,84,Tribunal Judge,
061IQ,61,INCOME SUPPORT,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
061LE,61,INCOME SUPPORT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
061LM,61,INCOME SUPPORT,LM,LABOUR MARKET ISSUES,1,,,,84,Tribunal Judge,
061LT,61,INCOME SUPPORT,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
061OC,61,INCOME SUPPORT,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
061ON,61,INCOME SUPPORT,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
061OS,61,INCOME SUPPORT,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
061OX,61,INCOME SUPPORT,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
061PC,61,INCOME SUPPORT,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
061PF,61,INCOME SUPPORT,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
061PR,61,INCOME SUPPORT,PR,PREMIUMS,1,,,,84,Tribunal Judge,
061RA,61,INCOME SUPPORT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
061RB,61,INCOME SUPPORT,RB,REDUCED BENEFIT DIRECTION,1,,,,84,Tribunal Judge,
061RC,61,INCOME SUPPORT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
061RG,61,INCOME SUPPORT,RG,RECIPROCAL AGREEMENT,1,,,,84,Tribunal Judge,
061SF,61,INCOME SUPPORT,SF,FUNERAL,1,,,,84,Tribunal Judge,
061SM,61,INCOME SUPPORT,SM,MATERNITY,1,,,,84,Tribunal Judge,
061SS,61,INCOME SUPPORT,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
061SU,61,INCOME SUPPORT,SU,SUSPENSIONS,1,,,,84,Tribunal Judge,
061SX,61,INCOME SUPPORT,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
061TT,61,INCOME SUPPORT,TT,TERM-TIME,1,,,,84,Tribunal Judge,
061WF,61,INCOME SUPPORT,WF,SOCIAL FUND WINTER FUEL PAYMENTS,1,,,,84,Tribunal Judge,
062AA,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,AA,INVALID,N/A,,,,,,
062CB,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
062CE,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
062CP,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
062DD,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
062EC,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,EC,EUROPEAN COURT OF HUMAN RIGHTS,1,,,,84,Tribunal Judge,
062GC,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
062HT,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
062IM,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,IM,REG. 35 STAY 2014,1,,,,84,Tribunal Judge,
062LE,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
062LT,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
062NC,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,NC,NON COMPLAIANCE/SANCTION,1,,,,84,Tribunal Judge,
062OS,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,OS,OVERPAYMENT,1,,,,84,Tribunal Judge,
062PC,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
062RA,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,RA,RATE OF ASSESSMENT,1,,,,84,Tribunal Judge,
062SG,62,EMPLOYMENT SUPPORT ALLOWANCE REASSESSMENT ,SG,SUPPORT GROUP PLACEMENT,4,,,,"84, 58","Tribunal Judge, Tribunal Member Medical",
